Job,Education
"['Docente in ruolo di Lettere e Latino', 'Redattrice', ""Membro del Centre d'études sur la littérature belge de langue française"", 'Docente di Formes de Médiation', 'Docente di Letterature Francofone Europee', 'Tutor didattico di Basic French', ""Membro dell'Association Européenne d'Études Francophones"", 'Visiting PHD Student', 'Visiting Student', 'Docente in ruolo di Lettere', 'Docente di Lettere e Latino', 'Docente di Lettere', 'Docente di Lettere e Latino', 'Tirocinante di Lettere, Latino e Greco', 'Visiting PHD Student']","[""Abilitazione all'insegnamento nella scuola secondaria"", '100/100', ""Dottorato di ricerca in Les Littératures de l'Europe Unie"", 'Eccellente', 'Laurea magistrale in Filologia, Letteratura e Tradizione classica', '110/110 e lode con attribuzione della dignità di stampa alla tesi', 'Erasmus', 'Laurea triennale in Lettere classiche', '110/110 e lode', 'Maturità classica', '100/100']"
"['Trade marketing and merchandising specialist', 'Area Manager']","['Laura in scienze politiche indirizzo sociologico', 'Sociologia e ricerche di mercato']"
"['Docente di Lettere', 'Docente di Lettere']","['Laurea magistrale LM in Lettere', 'Italianistica', '110L', 'Laurea triennale in Lettere', 'Culture Letterarie Europee', '108/110', 'Diploma Liceo Linguistico ESABAC']"
['Ufficio autori'],"['Laurea Magistrale  LM', 'Italianistica', 'Erasmus+', '1°\xa0livello - Laurea L', 'Lettere/Studi umanistici', 'Maturità classica', '100/100']"
"['Docente universitario', 'Insegnate scuola media superiore', 'Disegnatore tecnico']","['Borsa di studio del Ministero degli Affari Esteri', 'Philosophy', 'Laurea in Filosofia', 'Facoltà di Lettere e Filosofia']"
"['Insegnante di lettere', 'Educatore Sociale']","['Laurea triennale', 'Scienze antropologiche', '110/110 lode', 'Laurea Magistrale  LM', 'Antropologia culturale', '109/110']"
"['Docente a contratto', 'Docente a contratto', 'Docente a contratto', 'Docente a contratto']","['Laurea Magistrale  LM', 'Filologia Moderna', 'Laurea triennale', 'Lettere moderne', 'FIT - PERCORSO FORMATIVO PER IL CONSEGUIMENTO DEI 24 CFU', 'Master of Education - MEd', ""Strumenti e Metodologie didattiche per un approccio interculturale nell'area disciplinare Umanistica"", '110/110']"
"['Professore di Archeologia del Paesaggio', 'Ph.D student', 'Archeologo', 'Perfezionamento']","['Master', 'Bioarcheologia, Paleopatologia Antropologia Forense', 'Dottore in Lettere classiche; Dottore in Archeologia e culture del mondo antico', 'Archeologia, Antropologia fisica e forense, Lettere']"
"['Insegnante di lettere miur', 'Coworker logistica, abilitato alla movimentazione merci con carrello elevatore retrattile', 'impiegato', 'Insegnante di lettere', 'Produttore Libero']","['laurea quadriennale in lettere moderne', 'letteratura italiana,storia moderna e contemporenea, filologia classica, sociolinguistica']"
['Tutor privato'],"['Laurea Magistrale  LM', 'Filologia classica', '110/110 e Lode', 'Laurea', 'Lettere classiche', '110/110 e Lode', 'Maturità classica', '100/100 e Lode']"
['Ricercatore'],"['1° ciclo -  Laurea L', 'storia dei Paesi Afrosiatici']"
"['Conduttrice radiofonica', 'Giornalista']","['Laurea in Lettere Moderne', '110/lode', 'Laurea in Lettere moderne', 'Arti e scienze liberali, studi generali e lettere']"
